x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
A2765,A0,A1,A1,A1,60.0,A0,A0,A1,A1,99.0,6017.9,A1
A2766,,A0,A1,A1,70.0,A1,A1,A1,A1,86.45,5950.2,A1
A2767,A0,A0,A1,A1,4.0,A0,A0,A0,A1,65.6,250.1,A1
A2768,A1,A0,A0,A0,13.0,A0,A1,A1,A1,88.95,1161.75,A1
A2769,A0,A1,A0,A1,16.0,A1,A0,A0,A0,69.65,1043.3,A1
A2770,A0,A0,A1,A0,49.0,A2,A1,A0,A1,51.8,2541.25,A0
A2771,A1,A1,A0,A1,20.0,A0,A0,A0,A0,85.8,1727.5,A0
A2772,A0,A0,A0,A0,54.0,A0,A1,A0,A0,55.0,3092.65,A0
A2773,A0,A0,A0,A1,70.0,A0,A1,A1,A1,114.95,7711.25,A1
A2774,A1,A0,A1,A1,72.0,A0,A1,A1,A1,92.4,6786.1,A1
A2775,A0,A0,A0,A0,25.0,A1,A1,A0,A1,95.9,2448.75,A0
A2776,A0,A1,A1,A1,18.0,A1,A0,A0,A0,78.55,1422.65,A0
A2777,A1,A0,A0,A1,9.0,A1,A2,A2,A2,20.25,186.15,A1
A2778,A1,A0,A0,A1,7.0,A1,A1,A0,A0,61.4,438.9,A1
A2779,A1,A0,A1,A1,36.0,A0,A1,A1,A0,106.05,3834.4,A1
A2780,A0,A0,A1,A1,50.0,A1,A2,A2,,19.8,1013.2,A1
A2781,A1,A0,A0,A1,1.0,A0,A1,A0,A0,80.2,80.2,A0
A2782,A1,A0,A1,A0,68.0,A2,A1,A1,A1,60.3,4109.0,A1
A2783,,A0,A1,A1,72.0,A0,A1,A0,A1,109.55,8165.1,A1
A2784,A0,A0,A1,A0,71.0,A1,A2,A2,A2,19.45,1378.45,A1
A2785,A0,A0,A0,A1,4.0,A1,A1,A1,A1,63.75,226.2,A1
A2786,A0,A0,A1,A0,42.0,A1,A0,A1,A0,63.7,2763.35,A1
A2787,A1,A1,A1,A1,31.0,A2,A1,A0,A0,50.4,1580.1,A1
A2788,A0,A0,A0,A1,6.0,A1,A2,A2,A2,20.6,116.6,A1
A2789,A0,A0,A0,A1,6.0,A0,A0,A0,A0,74.9,469.8,A0
A2790,A1,A0,A0,A0,40.0,A1,A0,A1,A1,64.1,2460.35,A1
A2791,A0,A0,A0,A1,9.0,A1,A0,A1,A1,69.5,653.25,A1
A2792,A1,A0,A0,A1,4.0,A0,A0,A0,A1,85.65,321.65,A0
A2793,A1,A0,A0,A1,58.0,A0,A1,A1,A0,71.1,4299.2,A1
A2794,A1,A0,A1,A1,72.0,A0,A2,A2,A2,26.0,1776.0,A1
A2795,A1,A0,A0,A1,1.0,A1,A2,A2,A2,19.9,19.9,A1
A2796,A0,A0,A0,A1,16.0,A0,A1,A0,A0,55.3,875.35,A1
A2797,A1,A0,A1,A0,48.0,A1,A1,A0,A0,70.1,3238.4,A1
A2798,A1,A1,A0,A1,3.0,A0,A0,A0,A0,75.05,256.25,A0
A2799,A0,A0,A0,A0,69.0,A0,A1,A1,A1,79.45,5502.55,A1
A2800,A0,A0,A0,A1,72.0,A1,A1,A1,A1,75.1,5336.35,A1
A2801,A0,A0,A1,A0,23.0,A1,A2,A2,,20.9,454.0,A1
A2802,A0,A0,A1,A0,17.0,A0,A0,A0,A1,92.55,1515.1,A0
A2803,A0,A0,A0,A1,6.0,A1,A0,A0,A0,69.1,435.0,A1
A2804,A1,A0,A0,A1,30.0,A0,A0,A0,A1,100.45,3096.9,A1
A2805,,A0,A0,A1,53.0,A1,A0,A0,A0,61.1,3357.9,A1
A2806,A0,A0,A0,A1,57.0,A1,A1,A1,A0,54.65,3134.7,A1
A2807,A1,A0,A1,A1,40.0,A0,A1,A0,A1,63.9,2635.0,A1
A2808,A1,A1,A0,A1,1.0,A2,A0,A0,A0,25.25,25.25,A0
A2809,A0,A1,A1,A1,9.0,A1,A2,A2,A2,21.25,204.55,A1
A2810,A0,A0,A1,A0,54.0,A0,A1,A1,A1,70.7,3770.0,A1
A2811,A1,A0,A1,A1,25.0,A0,A1,A0,A0,54.1,1373.0,A1
A2812,A0,A0,A1,A0,62.0,A1,A2,A2,A2,20.65,1218.45,A1
A2813,A1,A0,A0,A1,34.0,A0,A0,A0,A1,85.35,2896.6,A1
A2814,A1,A0,A1,A1,72.0,A1,A1,A1,A1,85.1,6155.4,A1
A2815,A0,A0,A1,A0,72.0,A0,A1,A1,A0,72.1,5016.65,A1
A2816,A0,A0,A1,A0,72.0,A0,A1,A1,A1,89.4,6376.55,A1
A2817,A0,A0,A1,A1,3.0,A1,A0,A1,A0,55.8,154.55,A1
A2818,,A1,A1,A1,2.0,A1,A1,A0,A0,50.15,115.1,A0
A2819,A0,A0,A1,A0,44.0,A2,A0,A1,A1,54.3,2317.1,A1
A2820,A1,A0,A0,A1,21.0,A1,A1,A1,A1,104.55,2239.4,A1
A2821,A0,A0,A1,A0,70.0,A0,A1,A0,A1,98.3,6859.5,A0
A2822,A0,A1,A1,A1,34.0,A1,A0,A0,A1,85.2,2874.45,A1
A2823,A1,A0,A0,A1,2.0,A0,A0,A0,A0,74.9,136.05,A1
A2824,A0,A0,A0,A1,3.0,A1,A0,A0,A1,92.0,266.8,A1
A2825,A0,A0,A0,A1,36.0,A1,A0,A1,A1,79.2,2854.95,A1
A2826,A0,A0,A1,A0,17.0,A0,A1,A1,A0,66.7,1077.05,A1
A2827,,A0,A1,A0,40.0,A2,A1,A1,A1,60.3,2448.5,A1
A2828,A1,A0,A1,A0,56.0,A1,A0,A0,A1,88.9,4968.0,A1
A2829,,A0,A1,A1,71.0,A0,A1,A0,A1,95.65,6856.95,A1
A2830,A1,A0,A0,A0,4.0,A1,A2,A2,A2,20.4,84.75,A1
A2831,A1,A0,A1,A1,18.0,A1,A0,A0,A1,95.95,1745.5,A1
A2832,A1,A0,A0,A1,4.0,A2,A0,A0,A0,35.0,135.75,A1
A2833,A0,A0,A1,A1,9.0,A1,A1,A1,A1,68.95,593.85,A1
A2834,A0,A0,A1,A1,29.0,A0,A1,A0,A0,85.8,2440.25,A1
A2835,A0,A0,A1,A1,,A0,A0,A0,A0,56.1,2386.85,A1
A2836,A0,A1,A1,A1,49.0,A0,A1,A0,A0,90.05,4547.25,A0
A2837,A1,A0,A1,A0,27.0,A0,A2,A2,A2,24.5,761.95,A1
A2838,A0,A1,A0,A1,39.0,A0,A1,A0,A0,90.7,3413.25,A1
A2839,A0,A0,A1,A0,43.0,A0,A2,A2,A2,24.25,1077.95,A1
A2840,A1,A0,A0,A1,41.0,A0,A1,A0,A1,80.55,3263.9,A1
A2841,A0,A0,A1,A0,21.0,A0,A0,A0,A1,75.9,1549.75,A1
A2842,A1,A1,A1,A0,29.0,A2,A1,A0,A0,35.65,1025.15,A1
A2843,A1,A1,A0,A1,28.0,A0,A1,A0,A1,106.15,3152.5,A0
A2844,A1,A0,A0,A1,48.0,A2,A1,A0,A1,44.8,2104.55,A1
A2845,A0,A1,A1,A1,72.0,A0,A2,A2,A2,25.0,1802.55,A1
A2846,A0,A0,A0,A1,1.0,A1,A0,A0,A0,70.4,70.4,A0
A2847,A0,A0,A0,A1,19.0,A1,A1,A0,,78.25,1490.95,A0
A2848,A1,A0,A1,A1,31.0,A1,A0,A1,A0,49.2,1498.55,A1
A2849,A0,A0,A0,A1,9.0,A0,A0,A0,A1,85.35,758.6,A0
A2850,A0,A0,A0,A1,36.0,A1,A1,A1,A0,65.4,2498.4,A0
A2851,A0,A0,A1,A0,3.0,A1,A1,A0,A1,89.85,248.4,A1
A2852,A0,A0,A1,A1,43.0,A0,A0,A0,A1,80.2,3581.6,A1
A2853,A1,A0,A1,A0,41.0,A1,A2,A2,A2,19.3,772.4,A1
A2854,A0,A0,A0,A1,2.0,A1,A0,A0,A0,45.35,89.5,A0
A2855,A0,A0,A0,A1,21.0,A1,A2,A2,A2,19.95,416.4,A1
A2856,A1,A0,A0,A0,26.0,A0,A0,A0,A0,49.5,1265.65,A1
A2857,,A0,A1,A0,12.0,A2,A1,A1,A0,35.5,432.25,A1
A2858,A1,A1,A1,A1,20.0,A1,A0,A0,A1,91.0,1859.5,A1
A2859,A1,A0,A1,A0,6.0,A1,A0,A1,A0,48.8,297.35,A1
A2860,A0,A1,A0,A1,20.0,A1,A0,A1,A0,54.0,1055.9,A1
A2861,A1,A1,A0,A1,39.0,A0,A0,A0,A1,99.75,4036.0,A1
A2862,A0,A1,A1,A1,70.0,A0,A1,A0,A1,104.8,7308.95,A1
A2863,A1,A1,A0,A1,3.0,A0,A1,A0,A0,79.4,205.05,A0
A2864,A1,A0,A1,A0,69.0,A1,A2,A2,A2,19.8,1436.95,A1
A2865,A1,A0,A1,A1,7.0,A1,A0,A0,A0,44.25,313.45,A1
A2866,A0,A0,A0,A1,22.0,A0,A0,A0,,100.75,2095.0,A0
A2867,A0,A0,A0,A1,44.0,A1,A2,A2,A2,20.4,905.55,A1
A2868,A0,A0,A0,A1,6.0,A1,A1,A0,A0,78.95,494.95,A1
A2869,,A0,A1,A0,72.0,A0,A1,A1,A1,116.4,8543.25,A1
A2870,A1,A0,A0,A1,55.0,A1,A1,A0,A0,64.75,3617.1,A1
A2871,A0,A1,A0,A1,1.0,A1,A0,A0,A0,69.1,69.1,A0
A2872,A1,A0,A1,A0,23.0,A0,A1,A1,A1,91.1,2198.3,A1
A2873,A0,A0,A0,A1,5.0,A1,A0,A0,A1,70.0,347.4,A0
A2874,A0,A0,A1,A0,4.0,A0,A0,A0,A1,101.15,385.9,A0
A2875,A0,A0,A1,A1,36.0,A1,A0,A0,,93.6,3366.05,A1
A2876,A0,A0,A0,A1,71.0,A0,A1,A1,A0,80.6,5708.2,A1
A2877,A1,A0,A1,A0,14.0,A0,A2,A2,A2,25.55,372.45,A1
A2878,A1,A0,A1,A0,32.0,A1,A1,A1,,61.4,1864.65,A1
A2879,A1,A0,A0,A0,1.0,A1,A0,A1,A0,54.5,54.5,A1
A2880,A1,A1,A0,A1,31.0,A0,A1,A0,A1,99.95,3186.65,A0
A2881,A1,A0,A0,A1,1.0,A1,A1,A0,A0,74.35,74.35,A1
A2882,A0,A0,A1,A1,12.0,A1,A0,A1,A1,74.15,741.4,A1
A2883,A1,A0,A1,A0,72.0,A1,A2,A2,A2,20.1,1326.25,A1
A2884,A1,A0,A0,A1,36.0,A1,A2,A2,A2,19.25,679.8,A1
A2885,A0,A0,A1,A0,,A0,A1,A1,A1,106.1,7548.6,A1
A2886,A0,A0,A0,A1,1.0,A1,A0,A0,A1,80.55,80.55,A1
A2887,,A0,A0,A1,69.0,A2,A1,A1,A1,60.05,4176.7,A1
A2888,A0,A1,A1,A1,70.0,A1,A1,A0,A1,105.35,7511.9,A1
A2889,A0,A0,A0,A1,1.0,A1,A2,A2,A2,20.2,20.2,A1
A2890,A1,A0,A1,A1,51.0,A0,A2,A2,,25.5,1281.25,A1
A2891,A1,A0,A1,A0,10.0,A0,A1,A0,A1,70.3,676.15,A1
A2892,A0,A0,A1,A1,5.0,A0,A1,A1,A0,85.4,401.1,A0
A2893,A0,A1,A0,A1,24.0,A1,A0,A0,A0,70.0,1732.6,A1
A2894,A1,A0,A1,A0,59.0,A0,A0,A1,A1,76.45,4519.5,A1
A2895,A0,A0,A1,A0,67.0,A1,A1,A1,A0,60.05,3994.05,A1
A2896,A0,A0,A0,A1,7.0,A1,A2,A2,A2,19.45,165.35,A1
A2897,A1,A0,A1,A1,26.0,A1,A1,A1,A1,73.05,1959.5,A1
A2898,A1,A0,A1,A1,68.0,A0,A2,A2,A2,25.8,1911.5,A1
A2899,A1,A0,A1,A1,35.0,A1,A0,A0,A0,70.3,2416.55,A0
A2900,A1,A0,A0,A1,45.0,A0,A1,A1,A1,115.65,5125.5,A1
A2901,A0,A1,A1,A1,19.0,A2,A1,A0,A0,34.3,577.15,A1
A2902,A1,A0,A1,A0,5.0,A0,A2,A2,A2,24.3,132.25,A1
A2903,A1,A0,A1,A1,49.0,A1,A1,A0,A1,99.4,5025.0,A1
A2904,A1,A0,A1,A0,72.0,A1,A2,A2,A2,20.1,1460.85,A1
A2905,A1,A0,A0,A1,2.0,A1,A0,A0,A0,45.4,80.95,A1
A2906,,A0,A0,A1,28.0,A1,A0,A0,A1,59.55,1646.45,A1
A2907,A0,A0,A1,A1,14.0,A0,A0,A1,A1,66.6,979.5,A1
A2908,A0,A0,A0,A1,10.0,A1,A0,A0,A0,70.0,740.0,A0
A2909,A0,A0,A1,A0,12.0,A1,A0,A0,,49.2,571.15,A1
A2910,A0,A0,A0,A1,9.0,A0,A0,A0,A0,75.85,724.65,A1
A2911,A1,A0,A1,A0,40.0,A0,A2,A2,A2,24.8,1024.7,A1
A2912,A0,A0,A1,A1,22.0,A0,A0,A1,A1,95.9,2234.95,A1
A2913,A0,A1,A1,A1,,A0,A1,A0,A1,103.0,4414.3,A0
A2914,A0,A1,A0,A1,48.0,A0,A1,A0,A1,99.0,4744.35,A1
A2915,A0,A0,A1,A0,13.0,A1,A0,A0,A0,49.95,587.45,A1
A2916,A0,A0,A0,A1,1.0,A1,A2,A2,A2,19.85,19.85,A0
A2917,A1,A0,A0,A1,26.0,A1,A1,A0,A0,54.75,1406.9,A1
A2918,A0,A0,A0,A1,43.0,A2,A0,A0,A0,35.2,1463.7,A1
A2919,A0,A0,A0,A1,7.0,A2,A0,A0,A0,24.35,150.85,A1
A2920,A1,A0,A1,A0,72.0,A0,A1,A1,A1,90.95,6652.45,A1
A2921,A0,A0,A0,A1,21.0,A1,A2,A2,A2,20.0,417.7,A1
A2922,A1,A0,A0,A1,59.0,A0,A1,A0,,83.25,4949.1,A1
A2923,A1,A0,A1,A1,45.0,A0,A2,A2,A2,25.5,1121.05,A1
A2924,A1,A1,A1,A1,65.0,A0,A1,A0,A1,106.25,6979.8,A0
A2925,A1,A0,A1,A0,35.0,A0,A0,A1,A1,72.25,2568.55,A0
A2926,A0,A1,A0,A1,30.0,A1,A1,A0,A1,74.75,2111.3,A1
A2927,A1,A0,A1,A0,23.0,A0,A0,A0,A1,83.75,1849.95,A1
A2928,A1,A0,A0,A1,70.0,A0,A2,A2,A2,26.05,1856.4,A1
A2929,A0,A0,A1,A0,60.0,A1,A1,A0,A1,90.95,5453.4,A0
A2930,A1,A0,A0,A1,42.0,A2,A1,A1,A0,54.75,2348.45,A1
A2931,A0,A0,A0,A1,43.0,A1,A2,A2,A2,19.55,876.15,A1
A2932,A0,A0,A0,A1,8.0,A1,A0,A0,A0,43.55,335.4,A1
A2933,A1,A0,A1,A1,65.0,A1,A0,A1,A1,59.8,3808.2,A1
A2934,,A0,A1,A0,19.0,A1,A2,A2,A2,19.9,357.7,A1
A2935,,A0,A0,A1,1.0,A0,A1,A0,A0,79.15,79.15,A1
A2936,A0,A0,A0,A0,64.0,A1,A1,A1,A1,99.15,6171.2,A1
A2937,A0,A0,A0,A1,36.0,A1,A2,A2,,20.35,695.85,A1
A2938,A1,A0,A1,A1,60.0,A1,A1,A1,A0,59.85,3483.45,A1
A2939,,A0,A0,A1,69.0,A0,A1,A1,A0,66.9,4577.9,A1
A2940,A1,A0,A1,A1,71.0,A1,A1,A1,A1,84.4,5969.3,A1
A2941,A0,A0,A1,A1,47.0,A0,A1,A1,A1,109.55,5124.55,A0
A2942,A0,A0,A1,A0,51.0,A1,A1,A1,A0,60.5,3121.45,A1
A2943,A0,A0,A1,A0,59.0,A1,A2,A2,A2,19.3,1192.7,A1
A2944,A0,A1,A1,A1,53.0,A0,A1,A0,A1,101.9,5549.4,A0
A2945,A0,A0,A0,A1,2.0,A1,A1,A0,A0,53.85,108.15,A0
A2946,A0,A0,A0,A1,47.0,A0,A1,A0,A1,94.8,4535.85,A1
A2947,A1,A0,A1,A1,2.0,A1,A2,A2,A2,20.35,41.85,A1
A2948,A0,A1,A1,A1,54.0,A0,A0,A0,A1,99.05,5295.7,A1
A2949,,A0,A0,A1,22.0,A1,A1,A0,A0,84.3,1855.65,A0
A2950,A0,A0,A0,A1,,A2,A1,A0,A0,35.75,2492.25,A1
A2951,A1,A0,A1,A0,42.0,A1,A0,A0,A1,92.15,3875.4,A1
A2952,A1,A1,A0,A1,6.0,A2,A0,A0,A1,44.4,263.05,A1
A2953,A0,A0,A1,A0,15.0,A2,A0,A0,,30.2,469.65,A1
A2954,A1,A0,A0,A1,34.0,A1,A0,A1,A1,79.95,2727.3,A1
A2955,A1,A0,A1,A0,47.0,A1,A2,A2,A2,19.3,890.5,A1
A2956,A0,A1,A1,A1,44.0,A0,A0,A0,A1,89.2,4040.2,A1
A2957,A1,A1,A1,A1,66.0,A0,A1,A0,A1,70.85,4738.85,A1
A2958,A1,A0,A1,A1,41.0,A1,A1,A0,A1,104.45,4162.05,A1
A2959,A0,A0,A1,A1,41.0,A0,A0,A0,A1,73.0,3001.2,A0
A2960,A0,A0,A0,A1,8.0,A1,A0,A0,A1,94.7,740.3,A0
A2961,A1,A0,A1,A1,37.0,A0,A0,A0,A0,78.95,2839.65,A0
A2962,A0,A0,A1,A0,46.0,A1,A2,A2,A2,19.75,856.5,A1
A2963,A1,A0,A1,A0,6.0,A1,A2,A2,A2,19.7,94.45,A1
A2964,A0,A1,A0,A1,68.0,A0,A1,A0,A0,95.9,6503.2,A1
A2965,A1,A1,A0,A1,20.0,A0,A0,A0,A0,79.15,1520.9,A0
A2966,A0,A0,A1,A0,35.0,A0,A1,A1,A1,109.95,3782.4,A1
A2967,A0,A0,A0,A1,35.0,A0,A0,A1,A1,108.95,4025.5,A1
A2968,A1,A0,A0,A1,22.0,A0,A0,A1,A0,59.05,1253.5,A1
A2969,A1,A0,A1,A1,56.0,A1,A1,A0,A1,105.6,6068.65,A1
A2970,A0,A0,A1,A0,34.0,A2,A0,A0,A0,30.4,938.65,A1
A2971,A0,A0,A0,A1,42.0,A1,A2,A2,,19.55,839.4,A1
A2972,A0,A0,A1,A1,62.0,A0,A2,A2,A2,23.75,1446.8,A1
A2973,A0,A0,A0,A1,2.0,A1,A2,A2,A2,20.05,42.7,A1
A2974,,A0,A1,A1,24.0,A0,A0,A0,A0,79.65,1928.7,A1
A2975,A1,A0,A0,A1,35.0,A0,A2,A2,A2,23.3,797.1,A1
A2976,A0,A1,A0,A1,23.0,A2,A0,A0,A0,34.65,768.45,A1
A2977,A1,A0,A1,A0,5.0,A1,A1,A1,A1,99.15,465.05,A0
A2978,A1,A0,A1,A0,67.0,A2,A1,A1,A1,54.2,3623.95,A1
A2979,A0,A0,A0,A1,29.0,A1,A1,A1,A1,89.65,2623.65,A1
A2980,A0,A0,A1,A0,45.0,A0,A1,A0,,78.75,3600.65,A1
A2981,A0,A0,A0,A1,27.0,A0,A0,A0,,100.5,2673.45,A1
A2982,A0,A0,A1,A0,26.0,A1,A2,A2,A2,19.15,515.75,A1
A2983,A1,A0,A1,A0,45.0,A0,A2,A2,A2,24.65,1138.8,A1
A2984,A1,A0,A0,A1,43.0,A2,A0,A0,A1,49.05,2076.2,A0
A2985,A1,A0,A1,A1,72.0,A0,A1,A1,A1,79.2,5401.9,A1
A2986,A0,A0,A0,A1,1.0,A1,A0,A0,A0,45.05,45.05,A0
A2987,A0,A0,A0,A0,72.0,A2,A1,A1,A1,67.2,4671.7,A1
A2988,,A0,A1,A0,17.0,A1,A2,A2,A2,20.75,418.25,A1
A2989,,A1,A0,A1,68.0,A1,A2,A2,A2,20.0,1396.0,A1
A2990,A0,A0,A0,A1,72.0,A0,A1,A1,A1,88.55,6362.35,A1
A2991,A1,A1,A1,A1,64.0,A1,A1,A0,A0,97.0,6430.9,A1
A2992,A1,A0,A1,A0,34.0,A0,A2,A2,A2,25.6,917.15,A1
A2993,A0,A1,A0,A1,12.0,A2,A1,A0,A0,29.35,381.2,A1
A2994,A1,A0,A1,A0,,A1,A2,A2,A2,20.1,682.1,A1
A2995,A0,A0,A0,A1,1.0,A1,A0,A1,A0,49.0,49.0,A1
A2996,A0,A0,A0,A0,3.0,A1,A0,A0,A0,55.9,157.55,A1
A2997,A1,A0,A0,A1,60.0,A2,A1,A0,A1,50.8,3027.4,A0
A2998,,A0,A0,A1,46.0,A0,A1,A0,A0,94.15,4408.45,A1
A2999,A1,A0,A0,A1,56.0,A1,A0,A1,A0,60.25,3282.75,A1
A3000,A0,A0,A0,A1,21.0,A1,A2,A2,A2,20.5,402.85,A1
A3001,,A0,A1,A0,1.0,A1,A2,A2,A2,19.2,19.2,A1
A3002,A0,A0,A1,A0,68.0,A1,A0,A1,A1,99.55,6668.0,A1
A3003,A1,A0,A1,A0,34.0,A0,A0,A0,A1,87.45,2874.15,A0
A3004,A1,A0,A0,A1,24.0,A1,A2,A2,,20.45,527.35,A1
A3005,A1,A1,A1,A1,67.0,A0,A1,A1,A0,105.4,7035.6,A1
A3006,A1,A0,A0,A1,52.0,A2,A1,A0,A1,58.75,3038.55,A1
A3007,A1,A0,A1,A0,55.0,A0,A0,A0,A1,100.9,5448.6,A1
A3008,A1,A0,A1,A0,33.0,A1,A2,A2,A2,20.1,579.4,A1
A3009,A0,A1,A1,A1,70.0,A0,A1,A0,A1,102.95,7101.5,A0
A3010,A1,A0,A1,A0,26.0,A1,A1,A0,A0,81.95,2070.05,A1
A3011,A0,A0,A0,A1,15.0,A1,A0,A0,A1,85.3,1219.85,A1
A3012,A1,A1,A1,A0,1.0,A1,A0,A0,A0,69.25,69.25,A0
A3013,A0,A0,A1,A0,1.0,A1,A2,A2,A2,20.4,20.4,A1
A3014,A1,A0,A0,A1,13.0,A1,A0,A0,A0,80.5,1011.8,A1
A3015,A0,A0,A0,A0,39.0,A0,A2,A2,A2,25.45,958.45,A1
A3016,A1,A0,A1,A1,63.0,A0,A1,A1,A1,109.25,6841.4,A1
A3017,A0,A1,A1,A1,1.0,A0,A0,A0,A0,74.3,74.3,A1
A3018,A0,A0,A0,A1,9.0,A1,A2,A2,A2,20.4,181.8,A1
A3019,A1,A0,A0,A1,49.0,A1,A0,A1,A1,74.45,3721.9,A1
A3020,A0,A0,A1,A1,50.0,A1,A2,A2,A2,20.55,1067.65,A1
A3021,A0,A0,A1,A0,7.0,A1,A0,A0,A0,44.75,333.65,A1
A3022,,A0,A1,A1,72.0,A0,A1,A1,A1,108.95,7875.0,A1
A3023,A0,A0,A0,A1,12.0,A1,A0,A0,A1,95.7,1184.0,A1
A3024,A1,A0,A1,A1,57.0,A0,A1,A1,A1,74.6,4368.95,A1
A3025,A1,A0,A1,A0,47.0,A1,A2,A2,A2,19.75,948.9,A1
A3026,A1,A0,A1,A0,55.0,A1,A1,A0,A0,55.7,3131.8,A1
A3027,A0,A0,A1,A0,3.0,A1,A1,A0,A0,56.15,168.15,A0
A3028,A1,A0,A1,A1,68.0,A2,A0,A0,A1,54.4,3723.65,A1
A3029,A0,A0,A1,A0,34.0,A1,A0,A0,,78.95,2647.2,A1
A3030,A0,A0,A0,A1,1.0,A1,A2,A2,A2,20.1,20.1,A0
A3031,A0,A0,A1,A0,18.0,A1,A0,A0,A0,57.45,990.85,A0
A3032,A0,A0,A0,A1,2.0,A0,A0,A0,A1,85.65,181.5,A0
A3033,A0,A0,A0,A1,4.0,A2,A0,A0,A1,44.55,174.3,A0
A3034,A1,A0,A1,A1,71.0,A0,A2,A2,A2,24.45,1681.6,A1
A3035,A0,A0,A1,A0,12.0,A1,A0,A0,A1,56.3,628.65,A1
A3036,A0,A0,A1,A1,3.0,A2,A0,A0,A0,35.15,99.75,A0
A3037,A0,A0,A0,A1,1.0,A1,A2,A2,A2,20.05,20.05,A1
A3038,A0,A0,A1,A1,57.0,A0,A1,A1,A1,103.05,5925.75,A1
A3039,A0,A1,A0,A1,55.0,A2,A0,A0,A1,50.05,2743.45,A1
A3040,A1,A1,A1,A1,1.0,A2,A0,A0,A0,24.8,24.8,A0
A3041,,A0,A0,A1,26.0,A1,A2,A2,A2,19.6,471.85,A1
A3042,A1,A0,A0,A1,33.0,A0,A1,A0,A0,60.9,2033.85,A1
A3043,A0,A0,A0,A1,8.0,A2,A0,A0,A0,25.25,186.3,A1
A3044,A0,A0,A0,A1,1.0,A1,A2,A2,A2,20.6,20.6,A0
A3045,A0,A0,A0,A1,1.0,A1,A2,A2,A2,20.3,20.3,A1
A3046,A0,A0,A1,A1,67.0,A0,A1,A1,A1,111.3,7567.2,A1
A3047,A0,A0,A1,A1,3.0,A2,A1,A0,A0,29.8,94.4,A1
A3048,A0,A0,A0,A1,41.0,A0,A0,A0,A0,55.7,2237.55,A1
A3049,A1,A0,A0,A1,,A1,A2,A2,A2,20.3,41.2,A1
A3050,,A0,A0,A1,17.0,A1,A2,A2,A2,19.95,310.6,A1
A3051,A1,A0,A1,A1,15.0,A1,A2,A2,A2,20.45,330.8,A1
A3052,A0,A0,A1,A1,61.0,A0,A0,A1,A1,99.4,5943.65,A1
A3053,A0,A0,A1,A0,72.0,A1,A2,A2,A2,21.0,1493.75,A1
A3054,A1,A1,A0,A1,5.0,A0,A0,A0,A1,83.15,446.05,A0
A3055,A1,A0,A1,A0,72.0,A0,A1,A1,A1,109.2,7711.45,A1
A3056,A1,A0,A1,A0,34.0,A1,A1,A1,A1,84.75,2839.45,A1
A3057,A1,A0,A0,A1,68.0,A2,A0,A1,A0,38.9,2719.2,A1
A3058,A0,A0,A1,A0,71.0,A0,A0,A0,A1,66.2,4692.55,A1
A3059,A0,A0,A0,A1,1.0,A1,A0,A0,A1,84.85,84.85,A0
A3060,A0,A0,A1,A0,25.0,A1,A1,A0,A0,75.5,1901.05,A1
A3061,A1,A0,A1,A0,61.0,A2,A1,A1,A1,61.45,3751.15,A1
A3062,A1,A0,A0,A1,10.0,A1,A2,A2,A2,18.85,163.2,A1
A3063,A1,A0,A1,A1,65.0,A0,A0,A0,A1,105.05,6914.95,A1
A3064,A1,A0,A0,A1,6.0,A0,A0,A0,A0,79.05,434.5,A0
A3065,A1,A0,A1,A0,59.0,A0,A0,A1,A1,72.1,4194.85,A1
A3066,,A1,A0,A1,57.0,A2,A1,A0,A1,55.0,3094.05,A1
A3067,A0,A1,A1,A1,64.0,A0,A0,A1,A1,102.1,6538.45,A1
A3068,,A0,A0,A1,66.0,A0,A2,A2,A2,25.15,1683.6,A1
A3069,A1,A0,A1,A1,2.0,A1,A0,A0,,69.0,147.8,A1
A3070,A1,A0,A0,A1,1.0,A1,A0,A0,A0,45.3,45.3,A0
A3071,A0,A0,A1,A1,35.0,A0,A0,A1,A1,91.5,3236.35,A1
A3072,A1,A0,A0,A1,7.0,A1,A0,A0,A0,69.85,515.45,A1
A3073,A0,A1,A1,A1,33.0,A2,A1,A1,A1,50.0,1750.85,A1
A3074,A0,A0,A0,A1,1.0,A1,A0,A0,A0,44.05,44.05,A1
A3075,A1,A1,A1,A1,39.0,A1,A1,A0,A1,99.1,3877.95,A1
A3076,A0,A0,A0,A1,36.0,A0,A0,A0,A0,84.75,3050.15,A0
A3077,A1,A0,A0,A1,15.0,A1,A1,A1,A1,84.45,1287.85,A1
A3078,,A0,A0,A0,4.0,A0,A1,A0,A0,84.05,333.55,A0
A3079,A1,A0,A0,A1,17.0,A0,A0,A1,,69.0,1108.0,A1
A3080,A0,A0,A1,A0,16.0,A0,A0,A0,A1,90.8,1442.2,A1
A3081,A0,A0,A0,A1,2.0,A1,A0,A0,A0,70.3,144.0,A1
A3082,A0,A0,A1,A0,72.0,A0,A2,A2,A2,24.75,1859.1,A1
A3083,A0,A0,A0,A1,3.0,A1,A1,A0,A0,49.9,130.1,A0
A3084,A0,A0,A0,A1,51.0,A0,A1,A1,,81.15,4126.2,A1
A3085,A1,A0,A0,A1,13.0,A0,A1,A1,A0,89.4,1132.35,A0
A3086,A1,A0,A0,A1,23.0,A2,A0,A0,A1,44.95,996.85,A1
